SKU,Category,Weight (lbs),Volume (cubic ft),Total Inventory Picks,7AM - 8AM,8AM - 9AM,9AM -10AM,10AM - 11AM,11AM - 12PM,12PM - 1PM,1PM - 2PM,2PM - 3PM,3PM - 4PM,4PM - 5PM,5PM - 6PM,6PM - 7PM,7PM - 8PM
67453,Sports,3.78,17.15,266,84,99,48,20,5,6,4,0,0,0,0,0,0
11136,Home,49.52,6.32,224,0,0,0,0,0,10,10,22,53,52,50,17,10
97983,Electronics,5.28,0.56,284,160,48,47,10,14,3,2,0,0,0,0,0,0
70164,Hygiene,1.06,0.59,330,162,97,30,23,10,8,0,0,0,0,0,0,0
32426,Office,4.63,3.27,132,7,7,11,7,12,25,28,21,7,4,3,0,0
60236,Sports,3.26,12.55,338,191,65,35,21,15,6,5,0,0,0,0,0,0
65163,Medical,2.99,0.55,181,0,0,0,0,1,3,12,31,38,35,35,19,7
55137,Electronics,5.31,2.94,346,180,73,61,21,6,2,3,0,0,0,0,0,0
11685,Sports,4.36,19.02,273,6,22,46,15,24,27,15,22,23,24,24,19,6
47148,Clothing,0.56,2.82,265,6,19,48,18,26,28,18,17,22,22,20,16,5
20411,Medical,1.76,3.04,416,34,45,60,91,51,47,31,29,19,5,4,0,0
74434,Electronics,12.02,1.58,212,0,0,0,0,4,10,28,23,52,38,32,19,6
15947,Clothing,0.68,7.94,198,0,0,0,0,1,3,25,32,34,40,44,18,1
97758,Clothing,0.51,1.7,283,161,46,38,13,19,5,1,0,0,0,0,0,0
59157,Sports,9.73,10.22,277,7,30,45,30,29,20,16,19,23,16,20,17,5
44308,Office,2.2,3.2,184,0,0,0,0,4,5,10,24,20,58,46,16,1
74135,Home,22.33,50.55,268,7,23,44,27,22,23,23,16,17,21,24,17,4
57150,Clothing,0.42,5.16,119,4,14,6,14,8,12,22,20,15,3,1,0,0
69880,Hygiene,0.16,0.49,198,0,0,0,0,0,10,12,37,43,32,45,11,8
73749,Office,2,3.15,430,37,41,59,86,54,45,44,36,15,9,4,0,0
45252,Electronics,7.89,2.31,244,4,15,48,21,26,19,17,20,15,15,22,18,4
43109,Electronics,11.19,3.48,338,183,67,41,16,16,10,5,0,0,0,0,0,0
87809,Medical,1.06,1.95,515,51,70,63,86,80,66,41,33,18,6,1,0,0
74958,Clothing,0.4,2.96,519,52,62,79,110,51,49,58,37,14,7,0,0,0
20077,Hygiene,2.45,0.56,505,51,56,78,100,64,68,45,23,15,5,0,0,0
99875,Home,29.74,62.43,203,0,0,0,0,5,7,17,20,42,39,53,14,6
60222,Sports,10.49,14.18,510,40,64,66,98,69,57,47,35,20,10,4,0,0
30814,Office,4.71,3.99,293,134,47,68,25,13,6,0,0,0,0,0,0,0
65999,Medical,3.51,1.63,529,58,67,79,100,70,48,38,36,19,9,5,0,0
68493,Home,7.55,31.81,116,2,9,9,13,8,19,20,17,14,5,0,0,0
98279,Hygiene,1.86,0.51,182,0,0,0,0,5,2,30,32,36,35,20,16,6
23031,Clothing,0.26,3.74,264,5,22,47,26,26,18,17,20,23,15,18,19,8
83004,Electronics,4.23,2.76,214,0,0,0,0,5,5,13,36,46,40,47,14,8
91990,Hygiene,1.86,0.52,189,0,0,0,0,2,7,33,39,26,39,23,14,6
99069,Office,2.07,8.44,285,118,92,38,24,8,0,5,0,0,0,0,0,0
39567,Office,6.21,4.8,141,1,13,14,15,15,24,25,16,13,4,1,0,0
13391,Office,5.21,5.43,125,7,10,14,9,16,12,28,10,12,5,2,0,0
29753,Office,3.69,4.16,235,90,78,48,10,5,3,1,0,0,0,0,0,0
10203,Clothing,0.43,5.07,245,0,0,0,0,4,6,13,40,51,53,60,13,5
88863,Electronics,16.95,2.02,503,34,67,60,109,65,53,50,37,15,8,5,0,0
79455,Electronics,6.58,3.77,487,43,46,70,109,54,57,55,33,12,6,2,0,0
79856,Electronics,16.79,2.3,202,0,0,0,0,2,3,18,40,28,54,32,19,6
51206,Hygiene,1.55,0.56,114,7,10,6,9,11,19,25,11,9,6,1,0,0
96422,Clothing,0.62,7.73,509,40,57,68,99,78,55,48,39,10,10,5,0,0
98998,Clothing,0.67,6.37,178,0,0,0,0,2,10,26,33,40,30,24,11,2
54402,Clothing,0.65,6.99,127,8,11,15,8,19,15,16,23,7,5,0,0,0
88100,Medical,1.95,2.35,106,5,14,11,12,9,15,17,11,11,1,0,0,0
47959,Hygiene,2.36,0.41,188,0,0,0,0,5,8,31,38,36,31,21,10,8
82902,Clothing,0.38,3.97,121,7,11,15,11,9,19,22,10,13,4,0,0,0
43577,Home,16.72,44.76,260,8,17,44,21,23,28,24,21,17,19,16,16,6
93766,Hygiene,2.55,0.48,297,153,49,64,21,5,4,1,0,0,0,0,0,0
52916,Electronics,1.78,2.88,443,32,59,54,109,57,52,31,29,10,6,4,0,0
19453,Hygiene,0.72,0.4,263,8,23,41,27,26,15,22,15,18,24,21,18,5
16114,Home,49.7,64.56,134,7,14,7,9,13,25,19,18,13,6,3,0,0
25290,Medical,1.8,2.91,211,0,0,0,0,4,10,14,23,53,32,59,12,4
49117,Medical,1.79,2.67,493,52,67,50,109,75,47,32,35,17,5,4,0,0
98195,Medical,1.7,3.83,387,192,98,36,29,20,8,4,0,0,0,0,0,0
32606,Home,34.77,43.85,286,4,30,48,24,20,25,22,22,25,22,23,16,5
34833,Office,5.39,0.33,110,5,5,7,17,16,16,12,14,15,3,0,0,0
90847,Sports,16.83,9.83,517,52,64,77,109,57,54,45,31,18,6,4,0,0
97147,Medical,2.74,1.02,284,124,71,37,29,13,9,1,0,0,0,0,0,0
20231,Hygiene,2.88,0.35,326,173,60,40,24,14,10,5,0,0,0,0,0,0
95218,Electronics,14.19,1.89,260,5,29,41,18,22,25,25,23,15,16,15,19,7
43980,Clothing,0.49,6.66,264,4,26,40,18,28,27,23,20,16,23,18,15,6
65323,Electronics,14.63,1.16,250,0,0,0,0,1,10,28,33,49,55,53,11,10
43479,Electronics,11.74,2.98,188,0,0,0,0,2,10,15,20,23,54,35,19,10
83816,Hygiene,3.02,0.47,468,47,47,73,81,75,53,34,34,14,5,5,0,0
79567,Home,26.48,72.92,503,52,47,73,105,72,66,35,33,10,5,5,0,0
18417,Medical,2.73,2.12,361,200,87,35,15,16,3,5,0,0,0,0,0,0
29089,Home,6.31,30.86,211,0,0,0,0,2,6,20,27,35,60,38,18,5
32766,Electronics,14.08,1.46,259,86,72,56,21,20,2,2,0,0,0,0,0,0
48134,Home,80.23,47.04,474,58,47,75,85,61,44,46,37,14,5,2,0,0
78303,Medical,1.45,0.61,231,0,0,0,0,4,7,28,37,49,31,50,16,9
66628,Medical,2.28,2.41,297,148,63,39,18,20,5,4,0,0,0,0,0,0
42360,Office,4.24,7.32,353,170,89,50,30,11,0,3,0,0,0,0,0,0
26118,Hygiene,2.28,0.54,205,0,0,0,0,1,2,25,40,22,41,55,11,8
97182,Electronics,14.07,1.61,313,151,64,58,30,6,2,2,0,0,0,0,0,0
48794,Office,7.23,3.38,221,0,0,0,0,4,5,36,21,24,58,60,11,2
85959,Home,4.35,54.27,266,8,15,49,28,18,23,18,16,20,22,21,20,8
82827,Home,29.37,23.24,98,8,9,7,14,8,16,14,10,8,2,2,0,0
28231,Medical,3.6,3.03,478,39,55,74,109,53,51,57,20,11,5,4,0,0
37129,Sports,14.6,8.03,257,6,16,42,19,16,23,16,25,25,23,21,20,5
17791,Medical,2.61,1.19,219,0,0,0,0,2,2,27,34,33,46,54,19,2
63168,Office,3.18,1.82,102,4,10,12,8,13,12,12,19,7,2,3,0,0
53749,Home,12.25,13.03,170,0,0,0,0,3,3,12,25,21,36,48,17,5
94688,Office,4.05,3.74,103,7,7,12,8,9,11,13,24,7,2,3,0,0
50177,Medical,1.99,2.81,469,35,56,50,80,73,69,58,23,10,10,5,0,0
99949,Home,30.04,21.36,505,38,58,69,105,76,67,35,28,14,10,5,0,0
82074,Electronics,18.2,2.49,229,108,46,33,26,4,9,3,0,0,0,0,0,0
29280,Hygiene,1.93,0.41,491,50,70,75,87,57,49,51,29,17,5,1,0,0
41098,Electronics,11.07,2.51,501,43,62,71,91,56,62,60,33,11,7,5,0,0
78350,Sports,10.37,23.94,267,4,18,45,30,24,30,17,15,25,20,18,17,4
95512,Clothing,0.6,2.29,135,1,13,15,16,18,15,24,16,14,2,1,0,0
96083,Office,5.89,2.38,324,166,45,64,22,14,9,4,0,0,0,0,0,0
38941,Medical,3.99,4.01,252,7,23,45,26,17,21,20,16,17,16,23,17,4
26355,Electronics,13.82,2.08,134,6,13,12,9,13,17,28,24,8,3,1,0,0
96233,Home,44.38,76.51,439,49,41,58,108,50,54,38,21,14,6,0,0,0
89757,Home,22.84,34.33,258,4,19,43,19,29,19,19,19,23,22,22,16,4
36389,Electronics,17.62,4.24,308,156,69,45,19,7,9,3,0,0,0,0,0,0
67591,Home,42.59,56.1,265,7,22,44,23,28,16,22,18,19,25,20,16,5
65199,Home,41.9,31.63,112,5,11,6,7,19,11,18,23,7,5,0,0,0
72695,Sports,12.59,9.5,424,44,56,52,80,57,42,46,28,10,5,4,0,0
85969,Hygiene,1.05,0.47,119,7,13,7,12,10,25,16,17,7,4,1,0,0
43532,Sports,21.91,19.34,132,8,7,7,14,14,25,27,16,9,5,0,0,0
36317,Medical,3.39,2.22,223,0,0,0,0,0,2,35,31,55,54,29,15,2
97808,Clothing,0.47,3.5,107,1,6,8,17,17,10,23,10,12,1,2,0,0
83227,Electronics,8.67,1.55,137,7,13,7,15,10,23,25,16,17,3,1,0,0
38907,Hygiene,2.59,0.35,363,175,85,52,22,20,7,2,0,0,0,0,0,0
76322,Clothing,0.63,3.52,487,30,64,68,102,74,40,39,40,18,8,4,0,0
24536,Home,20.96,41.86,466,38,53,76,82,70,41,48,29,20,5,4,0,0
48545,Office,8.8,2.98,127,9,8,6,14,15,10,28,24,8,3,2,0,0
19133,Sports,16.78,6.94,483,47,58,69,109,68,41,36,24,18,10,3,0,0
10980,Hygiene,2.08,0.47,191,0,0,0,0,2,5,24,22,33,47,31,20,7
86130,Office,4.32,1.89,272,8,28,40,18,28,28,18,15,19,23,24,18,5
72896,Electronics,12.52,2.43,245,5,29,41,26,16,20,16,17,24,15,16,15,5
79744,Office,1.47,3.54,298,170,52,32,29,8,6,1,0,0,0,0,0,0
58048,Office,4.46,1.42,109,3,10,13,13,10,23,16,10,7,3,1,0,0
43665,Home,25.16,62.09,484,51,44,71,89,62,61,51,30,15,9,1,0,0
71750,Clothing,0.71,3.94,193,0,0,0,0,2,3,13,25,51,42,36,18,3
59329,Clothing,0.64,3.5,298,153,41,51,30,13,7,3,0,0,0,0,0,0
72642,Office,2.41,4.17,516,45,57,76,104,73,62,47,26,13,9,4,0,0
85520,Office,4.69,3.31,161,0,0,0,0,3,2,12,37,20,34,30,13,10
51992,Home,67.25,33.65,109,1,5,10,7,11,24,24,13,9,2,3,0,0
96363,Hygiene,2.02,0.5,339,189,73,37,20,10,10,0,0,0,0,0,0,0
29064,Medical,2.66,1.77,475,48,48,65,88,58,63,54,31,10,9,1,0,0
57533,Sports,10.41,12.76,283,8,21,40,27,30,28,19,24,19,20,23,16,8
19112,Office,4.56,0.4,447,40,55,53,93,61,41,56,20,19,8,1,0,0
25968,Electronics,16.46,1.58,276,6,24,46,30,19,17,22,24,20,19,24,17,8
93272,Sports,18.27,6.72,134,8,9,15,7,12,25,16,22,12,5,3,0,0
32858,Sports,20.01,7.18,226,0,0,0,0,5,5,24,39,49,45,38,12,9
52858,Office,3.76,1.47,345,137,93,66,25,9,10,5,0,0,0,0,0,0
16654,Clothing,0.4,3.13,289,114,69,68,28,4,5,1,0,0,0,0,0,0
52832,Electronics,3.47,2.34,193,0,0,0,0,0,5,27,35,26,55,29,15,1
14403,Sports,5.32,4.43,455,51,51,61,93,50,47,60,23,10,7,2,0,0
73175,Sports,2.92,10.62,315,139,81,49,22,16,4,4,0,0,0,0,0,0
13513,Hygiene,1.18,0.46,222,0,0,0,0,1,2,26,22,51,49,49,20,2
83015,Home,24.38,19.05,307,179,48,34,27,11,4,4,0,0,0,0,0,0
45113,Clothing,0.62,6.34,204,82,63,42,12,5,0,0,0,0,0,0,0,0
96887,Sports,12.35,12.46,189,0,0,0,0,0,4,36,23,43,45,23,12,3
97526,Clothing,0.57,5.65,304,193,41,32,18,8,7,5,0,0,0,0,0,0
67539,Electronics,13.73,2.05,233,0,0,0,0,5,6,40,29,47,36,49,14,7
11651,Electronics,11.52,0.13,240,0,0,0,0,4,3,25,39,56,56,42,10,5
54589,Home,21.67,32.2,189,0,0,0,0,0,6,25,21,32,47,40,13,5
86126,Sports,15.61,19.36,115,3,13,14,8,12,10,12,23,13,4,3,0,0
19862,Hygiene,2.6,0.57,142,4,11,15,16,13,19,24,22,13,4,1,0,0
35253,Office,1.9,3.74,488,58,53,77,82,80,54,43,21,13,6,1,0,0
28670,Medical,3.06,1.68,107,5,9,8,11,18,10,15,18,10,2,1,0,0
71541,Home,14.14,12.07,129,2,11,12,7,10,25,17,24,17,3,1,0,0
11300,Electronics,18.68,2.91,229,0,0,0,0,4,4,38,33,52,42,29,18,9
20772,Home,22.14,24.31,281,152,62,32,10,14,9,2,0,0,0,0,0,0
78537,Electronics,9.16,3.47,318,158,75,48,23,9,5,0,0,0,0,0,0,0
67585,Home,68.18,55.38,473,33,62,59,101,75,42,50,23,15,8,5,0,0
71553,Sports,11.98,12.96,116,2,13,9,12,8,15,14,25,14,2,2,0,0
89130,Clothing,0.33,3.54,365,186,77,58,28,12,4,0,0,0,0,0,0,0
39453,Office,3.76,4.83,208,0,0,0,0,2,2,39,31,52,33,32,10,7
28075,Office,1.73,3.22,279,8,19,42,23,28,24,24,17,24,21,23,18,8
11186,Clothing,0.65,3.31,465,43,65,60,94,53,65,31,25,18,9,2,0,0
40486,Sports,9.99,12.18,225,0,0,0,0,4,7,24,31,54,55,30,12,8
63475,Hygiene,3.62,0.51,480,42,69,66,85,78,47,41,30,12,6,4,0,0
47184,Office,3.72,6.01,262,7,30,43,15,17,18,21,16,22,25,25,16,7
29618,Hygiene,2.64,0.52,292,155,53,44,16,17,6,1,0,0,0,0,0,0
27072,Home,43.76,47.28,386,197,88,66,22,9,4,0,0,0,0,0,0,0
19571,Medical,0.67,1.96,187,0,0,0,0,1,2,29,38,37,40,21,11,8
85300,Electronics,10.34,3.5,127,10,6,13,8,13,21,21,19,9,6,1,0,0
10226,Medical,1.06,1.8,206,0,0,0,0,3,7,12,35,47,47,34,17,4
88035,Clothing,0.46,2.39,133,5,13,15,7,19,11,28,22,10,2,1,0,0
74830,Home,5.81,34.16,332,163,65,52,28,17,2,5,0,0,0,0,0,0
16828,Electronics,7.71,2.59,368,200,79,55,20,5,8,1,0,0,0,0,0,0
23558,Clothing,0.46,7.11,133,6,13,8,16,14,24,18,23,7,4,0,0,0
63245,Medical,1.46,3.35,265,84,90,69,14,7,0,1,0,0,0,0,0,0
10148,Electronics,16.87,1.3,121,10,9,9,10,17,14,23,13,11,2,3,0,0
43146,Medical,2.34,1.27,328,129,99,57,29,7,6,1,0,0,0,0,0,0
53197,Clothing,0.48,2.3,296,174,50,39,12,10,7,4,0,0,0,0,0,0
94450,Clothing,0.49,1.84,462,42,61,77,94,52,49,33,28,18,7,1,0,0
73299,Electronics,7.29,0.46,275,115,58,63,11,19,6,3,0,0,0,0,0,0
89103,Sports,17.99,16.93,126,3,7,14,10,20,24,15,15,13,3,2,0,0
68786,Medical,2.59,2.66,538,54,66,57,108,73,60,60,30,18,9,3,0,0
14401,Home,38.05,4.46,239,88,60,45,16,17,9,4,0,0,0,0,0,0
64939,Hygiene,2.82,0.53,260,4,17,42,17,26,26,17,20,25,20,19,19,8
97439,Electronics,11.62,1.03,186,0,0,0,0,5,5,16,31,35,34,48,10,2
77397,Electronics,14.24,2.48,368,186,98,45,20,15,3,1,0,0,0,0,0,0
99578,Office,3.37,3.65,269,4,28,40,16,30,28,15,23,16,22,24,15,8
11911,Office,8.87,4.29,269,7,29,48,20,24,16,18,23,21,23,15,18,7
58945,Clothing,0.56,2.16,286,8,23,47,30,28,27,19,21,19,24,16,19,5
51625,Medical,2.66,0.45,107,1,14,7,11,13,12,14,15,15,3,2,0,0
94251,Medical,1.68,1.76,253,0,0,0,0,0,9,33,31,48,58,45,20,9
41916,Hygiene,1.45,0.65,122,3,8,9,17,17,19,24,11,11,2,1,0,0
19122,Office,2.21,3.04,340,169,59,68,22,12,10,0,0,0,0,0,0,0
12367,Office,7.21,2.36,179,0,0,0,0,2,8,18,29,28,44,27,15,8
37121,Sports,15.53,7.34,443,48,40,71,82,54,60,37,23,17,6,5,0,0
85047,Medical,1.29,3.19,128,6,8,12,17,11,22,16,18,10,5,3,0,0
79251,Home,15.24,37.39,211,0,0,0,0,3,8,40,31,31,44,38,15,1
56210,Sports,20.1,14.89,243,6,22,40,18,15,16,16,20,25,20,19,20,6
55055,Clothing,0.63,6.54,437,51,50,66,80,50,49,37,32,16,5,1,0,0
40611,Home,11.09,28.08,207,0,0,0,0,1,7,31,21,52,31,42,20,2
63327,Electronics,10.47,3.23,493,35,49,61,109,68,67,51,28,20,5,0,0,0
56256,Medical,2.52,2.5,120,3,5,9,15,9,20,24,18,13,3,1,0,0
57178,Electronics,15.94,2.14,267,4,29,49,17,16,19,16,24,20,25,23,18,7
90139,Medical,0.23,2.83,266,97,97,35,12,13,7,5,0,0,0,0,0,0
19108,Clothing,0.47,5.04,278,6,18,45,21,29,28,23,16,23,21,24,18,6
75069,Clothing,0.6,2.16,297,113,70,68,30,9,2,5,0,0,0,0,0,0
73135,Hygiene,3.37,0.58,361,187,75,60,16,17,4,2,0,0,0,0,0,0
96744,Home,41.88,34.95,322,168,66,46,21,16,1,4,0,0,0,0,0,0
60562,Sports,7.74,1.16,268,7,27,46,29,17,19,16,25,24,17,15,20,6
53940,Home,42.23,43.84,105,10,9,10,7,13,10,12,16,11,4,3,0,0
63068,Sports,9.73,9.82,122,4,14,12,9,11,12,24,20,10,4,2,0,0
16974,Home,14.54,13.49,124,3,7,15,7,18,18,21,19,15,1,0,0,0
99800,Electronics,11.54,2.55,133,1,11,13,15,19,21,26,12,12,2,1,0,0
42883,Clothing,0.48,2.78,206,0,0,0,0,2,10,18,38,29,49,45,14,1
19441,Hygiene,1.06,0.49,295,6,30,49,23,25,30,23,25,18,24,16,18,8
75641,Home,18.31,32.62,232,0,0,0,0,3,8,27,30,47,42,54,20,1
37003,Medical,2.61,0.65,274,8,25,50,27,19,26,20,20,23,16,18,15,7
78282,Electronics,10.45,2.09,118,2,11,7,7,20,18,25,15,10,2,1,0,0
41688,Sports,8.04,5.42,275,139,53,58,19,5,1,0,0,0,0,0,0,0
20768,Home,35.37,41.73,133,3,12,13,12,16,21,17,22,10,6,1,0,0
45716,Electronics,14.19,1.23,116,9,11,11,10,8,23,22,12,8,1,1,0,0
60445,Sports,16.03,13.09,122,6,5,13,13,16,16,14,22,10,5,2,0,0
21504,Sports,11.06,8.29,256,8,25,40,22,17,20,23,23,18,15,24,16,5
20191,Office,1.86,3.62,274,4,22,46,27,21,19,19,22,25,24,25,16,4
54162,Hygiene,2.06,0.57,499,40,51,66,88,68,58,59,39,19,6,5,0,0
19135,Clothing,0.45,1.16,114,7,7,9,8,10,15,24,19,11,3,1,0,0
69607,Medical,1.75,1.74,488,38,69,69,96,71,42,52,24,16,9,2,0,0
57532,Medical,2.41,2.49,438,36,43,67,93,53,60,32,27,15,7,5,0,0
61437,Medical,2.26,0.72,483,38,56,80,103,52,58,50,24,17,5,0,0,0
69599,Medical,1.58,2.17,347,176,81,41,27,16,4,2,0,0,0,0,0,0
35976,Sports,25.09,14.2,376,195,78,68,20,9,2,4,0,0,0,0,0,0
77647,Sports,14.1,5.83,254,5,17,47,20,16,24,18,24,23,16,25,15,4
24832,Hygiene,2.77,0.56,268,6,28,48,25,19,26,17,16,20,19,20,16,8
34893,Home,42.75,51.13,255,4,25,41,17,22,29,25,17,21,16,17,15,6
34685,Electronics,23.83,1.41,224,91,49,32,26,19,5,2,0,0,0,0,0,0
31791,Medical,2.91,2.48,128,9,12,6,17,12,18,16,19,14,4,1,0,0
16446,Electronics,5.89,1.88,140,5,9,15,13,19,22,18,22,16,1,0,0,0
55975,Clothing,0.57,3.11,482,42,60,58,93,64,59,52,27,19,5,3,0,0
18432,Hygiene,3,0.54,473,51,49,72,96,54,42,41,35,18,10,5,0,0
97777,Electronics,8.28,0.67,122,1,6,14,15,12,17,24,16,11,4,2,0,0
56005,Home,27.88,56.07,436,31,50,67,90,64,41,33,29,16,10,5,0,0
94992,Medical,2.77,1.17,213,0,0,0,0,3,7,14,36,52,54,34,12,1
26198,Clothing,0.4,1.21,244,5,26,44,24,27,15,15,18,15,17,15,18,5
19587,Office,5.6,3.94,259,8,19,41,22,17,27,20,25,16,24,15,19,6
67773,Hygiene,1.18,0.66,261,5,24,48,26,17,21,20,16,23,19,18,16,8
61891,Sports,7.99,5.5,292,89,100,61,30,5,5,2,0,0,0,0,0,0
43714,Home,51.59,24.02,259,7,21,40,15,28,22,20,15,22,25,23,16,5
78346,Clothing,0.42,4.41,205,0,0,0,0,3,9,36,38,39,30,26,18,6
78643,Home,41.93,42.41,226,0,0,0,0,0,4,37,24,44,43,51,18,5
91127,Clothing,0.52,1.68,468,56,57,60,104,58,43,37,24,18,7,4,0,0
89415,Clothing,0.32,3.32,257,8,19,46,24,18,19,21,22,22,19,15,19,5
38531,Electronics,12.42,2.34,203,0,0,0,0,1,4,35,37,23,53,32,13,5
30396,Hygiene,0.97,0.44,251,5,15,46,16,23,17,25,17,16,23,22,20,6
49058,Home,65.7,29.87,111,3,6,12,7,11,23,16,13,15,4,1,0,0
72730,Office,2.62,7.09,467,40,66,54,88,61,54,38,38,18,10,0,0,0
78226,Clothing,0.57,7.44,463,37,58,63,105,64,48,43,26,11,5,3,0,0
91134,Home,30.48,24.29,457,39,48,56,92,50,68,59,22,13,7,3,0,0
97849,Hygiene,0.91,0.6,238,0,0,0,0,3,3,33,40,52,39,45,20,3
86734,Electronics,6.01,2.21,211,0,0,0,0,5,8,39,23,30,35,57,12,2
67068,Hygiene,0.9,0.66,218,0,0,0,0,5,5,39,23,40,30,51,18,7
63975,Hygiene,1.12,0.64,124,7,13,12,14,18,13,22,17,7,1,0,0,0
52183,Sports,11.09,10.27,115,1,6,7,17,13,11,25,13,16,3,3,0,0
49792,Sports,6.86,10.83,194,0,0,0,0,0,4,36,37,36,34,27,18,2
59844,Hygiene,3.11,0.68,94,1,7,6,15,9,12,14,13,13,4,0,0,0
97213,Electronics,3.81,1.11,238,85,63,52,16,17,0,5,0,0,0,0,0,0
60813,Clothing,0.55,6.58,465,41,62,66,104,59,45,45,24,11,8,0,0,0
56063,Office,0.77,6.91,290,158,59,48,15,5,0,5,0,0,0,0,0,0
46715,Hygiene,0.74,0.52,205,0,0,0,0,5,9,14,24,47,47,42,13,4
20335,Sports,0.24,0.01,487,50,59,65,92,79,54,37,26,12,10,3,0,0
19962,Hygiene,2.47,0.87,315,126,85,56,29,8,6,5,0,0,0,0,0,0
35145,Electronics,15.59,0.38,229,0,0,0,0,2,9,32,29,47,37,46,20,7
14157,Sports,4.02,9.86,324,133,91,66,11,14,9,0,0,0,0,0,0,0
19842,Office,4.7,4.57,215,0,0,0,0,4,8,21,36,46,51,32,13,4
27377,Electronics,6.1,0.61,134,10,13,9,8,11,19,26,25,10,2,1,0,0
41670,Medical,1,2.66,271,7,24,43,17,29,28,21,23,16,18,17,20,8
84993,Medical,1.64,4.12,126,6,13,10,8,20,24,13,20,7,2,3,0,0
20206,Home,45.37,24.37,447,41,58,54,88,68,40,52,22,14,8,2,0,0
67077,Clothing,0.57,2.26,529,59,66,78,105,74,59,43,22,13,10,0,0,0
66118,Clothing,0.34,5.79,229,88,54,56,10,13,8,0,0,0,0,0,0,0
83184,Home,52.49,71.41,226,0,0,0,0,5,4,35,28,48,37,44,16,9
10432,Electronics,2.73,1.99,251,8,16,46,24,20,29,16,16,23,18,16,15,4
12903,Electronics,4.22,1.65,139,1,11,14,17,18,21,28,11,10,5,3,0,0
44827,Sports,13.86,4.61,127,7,14,14,17,12,16,21,11,11,4,0,0,0
42084,Medical,1.09,2.84,216,0,0,0,0,5,2,26,28,46,41,51,16,1
90427,Medical,3.12,2.51,263,7,23,42,21,25,22,18,19,21,17,23,20,5
61907,Medical,2.78,1.52,93,3,5,9,8,10,13,15,17,9,4,0,0,0
44493,Clothing,0.41,4.75,242,0,0,0,0,0,9,20,35,58,46,54,15,5
78761,Medical,2.16,1.76,504,42,66,59,108,68,51,56,31,10,10,3,0,0
52950,Home,18.78,50.18,245,0,0,0,0,3,10,25,25,54,57,49,13,9
82111,Office,2.43,6.37,277,8,16,46,30,18,23,21,20,22,23,25,20,5
87377,Clothing,0.42,2.42,181,0,0,0,0,5,6,18,34,38,40,21,12,7
23513,Home,21.99,30.49,518,50,62,54,108,71,67,55,22,17,8,4,0,0
52839,Electronics,12.55,1.83,349,190,48,63,30,10,3,5,0,0,0,0,0,0
41904,Electronics,16.75,0.68,268,8,24,44,16,28,18,22,17,23,20,22,20,6
12997,Home,12,2.79,279,5,26,45,26,17,28,16,24,25,25,21,17,4
16123,Hygiene,1.9,0.54,260,5,21,40,23,28,26,24,17,21,15,15,18,7
98212,Hygiene,2.3,0.37,220,0,0,0,0,2,2,39,22,36,52,46,12,9
63714,Office,4.37,3.5,448,42,43,54,95,51,61,46,31,11,10,4,0,0
27567,Office,3.16,5.97,469,40,44,76,103,56,50,39,32,19,9,1,0,0
47558,Office,1.86,4.39,362,161,96,58,23,15,8,1,0,0,0,0,0,0
48804,Sports,6.65,7.5,451,32,62,62,88,70,44,41,25,17,8,2,0,0
58865,Home,51.35,36.97,490,57,63,76,99,60,40,36,30,20,7,2,0,0
60495,Clothing,0.43,5.25,475,57,58,50,94,72,54,33,29,20,6,2,0,0
10851,Medical,2.4,0.44,260,99,48,60,23,16,9,5,0,0,0,0,0,0
95219,Hygiene,0.23,0.5,125,6,8,8,16,13,16,26,11,16,2,3,0,0
57967,Home,25.27,17.64,185,0,0,0,0,2,10,17,25,36,33,44,11,7
88296,Hygiene,4.26,0.36,252,106,47,70,11,13,4,1,0,0,0,0,0,0
33910,Sports,20.01,22.75,123,4,7,13,8,14,22,27,15,11,2,0,0,0
65793,Clothing,0.53,0.62,188,0,0,0,0,0,6,31,26,30,45,25,19,6
13613,Sports,8.66,8.63,342,188,76,32,26,9,7,4,0,0,0,0,0,0
48093,Home,65.4,45.73,275,144,50,39,28,4,10,0,0,0,0,0,0,0
37295,Electronics,7.29,3.5,193,0,0,0,0,5,7,13,33,30,38,42,18,7
92519,Sports,10.07,14.42,466,45,47,53,106,63,45,43,40,11,8,5,0,0
64529,Home,26.98,65.67,230,0,0,0,0,3,10,27,30,48,43,56,11,2
79867,Clothing,0.47,4.34,197,0,0,0,0,0,8,31,37,49,30,25,13,4
30236,Medical,1.93,0.28,255,4,18,44,17,15,20,17,24,25,25,21,19,6
99750,Hygiene,2.52,0.53,137,7,7,10,17,9,20,26,24,10,4,3,0,0
17956,Electronics,4.33,1.9,113,1,14,11,9,20,22,12,11,10,2,1,0,0
67149,Clothing,0.66,5.79,232,4,15,40,24,15,17,17,18,21,21,15,20,5
79291,Office,3.48,3.73,265,4,25,48,28,18,18,20,24,15,20,18,20,7
26461,Office,3.41,2.77,486,41,50,72,104,77,45,46,28,11,10,2,0,0
26935,Hygiene,3.64,0.55,250,107,44,59,12,18,10,0,0,0,0,0,0,0
12002,Office,6.18,0.11,261,4,30,47,17,28,18,21,17,16,24,15,18,6
13563,Home,14.78,40.3,268,5,24,42,21,24,29,19,18,23,25,19,15,4
34279,Home,50.34,72.21,449,56,50,57,88,60,56,30,23,15,9,5,0,0
